設問ID(半角英数字20文字以内)	チェック設問有無(0:無 1:有)	チェック設問の解答(F06用)	チェック設問の解答(F08用)	チェック設問の解答(F10用)	F01:ラベル	F02:ラベル	F03:リンクボタン（ＵＲＬ）	F04:ラベル	F05:ラベル	F06:セレクトボックス	F07:ラベル	F08:セレクトボックス	F09:ラベル	F10:セレクトボックス	F11:ラベル
p3jepk	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=p3jepk	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
spxfda	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=spxfda	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
b3gg7g	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=b3gg7g	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
yu2eq2	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=yu2eq2	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
45vjat	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=45vjat	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
fyhd35	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=fyhd35	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
s52wpw	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=s52wpw	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
5d7p9c	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=5d7p9c	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ukxfmx	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=ukxfmx	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
qfymug	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=qfymug	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ze6pxn	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=ze6pxn	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
2398vk	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=2398vk	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
9vucnz	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=9vucnz	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
kmfc2r	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=kmfc2r	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
yq522g	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=yq522g	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
xharjz	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=xharjz	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
u92gnv	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=u92gnv	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
h4rgrv	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=h4rgrv	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
v34hts	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=v34hts	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
4pzsd9	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=4pzsd9	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
cupdu8	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=cupdu8	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
jrysqj	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=jrysqj	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
end6s4	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=end6s4	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
z3pa9r	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=z3pa9r	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
pbdjr7	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=pbdjr7	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
73dver	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=73dver	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
cw97br	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=cw97br	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
7s6m94	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=7s6m94	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
zrvzk4	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=zrvzk4	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
2wypgy	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=2wypgy	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
pghbrk	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=pghbrk	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
cc9yyg	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=cc9yyg	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
byuvv4	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=byuvv4	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
wgbzrz	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=wgbzrz	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
rff86x	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=rff86x	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
4ftb4b	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=4ftb4b	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
aqy9xh	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=aqy9xh	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
sqsc8e	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=sqsc8e	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
vwh7nv	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=vwh7nv	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
z6bvvb	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=z6bvvb	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
exdcbf	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=exdcbf	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
a48t78	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=a48t78	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
c9ahph	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=c9ahph	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
cc9cyd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=cc9cyd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
dx3jwd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=dx3jwd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
gggheb	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=gggheb	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
un4wmj	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=un4wmj	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
s2xx2m	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=s2xx2m	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
az3wym	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=az3wym	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ua49v8	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=ua49v8	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
6dfv9w	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=6dfv9w	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
esmjhw	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=esmjhw	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ch5hw3	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=ch5hw3	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
zvhusx	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=zvhusx	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
t5w26a	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=t5w26a	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
aqwurq	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=aqwurq	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
gak7n3	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_comfort.html?prod=1&wid=gak7n3	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk01	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk02	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk03	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk04	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk05	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk06	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk07	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk08	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk09	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
chk10	1	9	4	9				こちらのページに新しい課題はございません。先ほどと全く同じ完了コードを再度お選びください。	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
